[2025-05-19 11:20:14,997] [9600] [MainThread] [INFO] (monailabel.interfaces.utils.app:37) - Initializing App from: D:\Github\ABSE_Project\apps\radiology; studies: D:\Github\ABSE_Project\KneeDataset; conf: {'models': 'deepedit'}
[2025-05-19 11:20:17,184] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 329637-8 => 329637-8.nii
[2025-05-19 11:20:17,185] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 390116-9 => 390116-9.nii
[2025-05-19 11:20:17,186] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 404663-8 => 404663-8.nii
[2025-05-19 11:20:17,187] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 406320-9 => 406320-9.nii
[2025-05-19 11:20:17,188] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 412857-8 => 412857-8.nii
[2025-05-19 11:20:17,190] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 412865-8 => 412865-8.nii
[2025-05-19 11:20:17,191] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 415102-9 => 415102-9.nii
[2025-05-19 11:20:17,192] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 425707-8 => 425707-8.nii
[2025-05-19 11:20:17,192] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 425713-8 => 425713-8.nii
[2025-05-19 11:20:17,194] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 437474-8 => 437474-8.nii
[2025-05-19 11:20:17,195] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 444503-7 => 444503-7.nii
[2025-05-19 11:20:17,196] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 451760-9 => 451760-9.nii
[2025-05-19 11:20:17,197] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 454319-8 => 454319-8.nii
[2025-05-19 11:20:17,198] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 455741-8 => 455741-8.nii
[2025-05-19 11:20:17,200] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 456691-8 => 456691-8.nii
[2025-05-19 11:20:17,201] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 457181-8 => 457181-8.nii
[2025-05-19 11:20:17,202] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 457491-6 => 457491-6.nii
[2025-05-19 11:20:17,203] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 457511-7 => 457511-7.nii
[2025-05-19 11:20:17,203] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 457519-6 => 457519-6.nii
[2025-05-19 11:20:17,204] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 457531-6 => 457531-6.nii
[2025-05-19 11:20:17,206] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 457572-6 => 457572-6.nii
[2025-05-19 11:20:17,207] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 459462-10 => 459462-10.nii
[2025-05-19 11:20:17,209] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 459569-9 => 459569-9.nii
[2025-05-19 11:20:17,210] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 462792-9 => 462792-9.nii
[2025-05-19 11:20:17,211] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 462862-9 => 462862-9.nii
[2025-05-19 11:20:17,212] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 463541-8 => 463541-8.nii
[2025-05-19 11:20:17,213] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 463773-8 => 463773-8.nii
[2025-05-19 11:20:17,214] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 465953-9 => 465953-9.nii
[2025-05-19 11:20:17,215] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 466435-8 => 466435-8.nii
[2025-05-19 11:20:17,215] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 470658-8 => 470658-8.nii
[2025-05-19 11:20:17,216] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 471659-9 => 471659-9.nii
[2025-05-19 11:20:17,217] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 471699-8 => 471699-8.nii
[2025-05-19 11:20:17,218] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 472130-8 => 472130-8.nii
[2025-05-19 11:20:17,221] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 472842-8 => 472842-8.nii
[2025-05-19 11:20:17,223] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 473438-7 => 473438-7.nii
[2025-05-19 11:20:17,224] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 474967-7 => 474967-7.nii
[2025-05-19 11:20:17,225] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 475047-7 => 475047-7.nii
[2025-05-19 11:20:17,225] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 476260-7 => 476260-7.nii
[2025-05-19 11:20:17,227] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 476877-7 => 476877-7.nii
[2025-05-19 11:20:17,228] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 477303-7 => 477303-7.nii
[2025-05-19 11:20:17,230] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 477330-7 => 477330-7.nii
[2025-05-19 11:20:17,231] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 477376-5 => 477376-5.nii
[2025-05-19 11:20:17,232] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 477390-8 => 477390-8.nii
[2025-05-19 11:20:17,233] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 479150-7 => 479150-7.nii
[2025-05-19 11:20:17,234] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 479235-6 => 479235-6.nii
[2025-05-19 11:20:17,235] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 479684-7 => 479684-7.nii
[2025-05-19 11:20:17,236] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 479697-8 => 479697-8.nii
[2025-05-19 11:20:17,236] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 480133-6 => 480133-6.nii
[2025-05-19 11:20:17,238] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 480892-7 => 480892-7.nii
[2025-05-19 11:20:17,238] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 481311-8 => 481311-8.nii
[2025-05-19 11:20:17,239] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 481331-7 => 481331-7.nii
[2025-05-19 11:20:17,240] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 481371-7 => 481371-7.nii
[2025-05-19 11:20:17,240] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 481412-7 => 481412-7.nii
[2025-05-19 11:20:17,241] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 482432-6 => 482432-6.nii
[2025-05-19 11:20:17,242] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 482840-5 => 482840-5.nii
[2025-05-19 11:20:17,243] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 482870-6 => 482870-6.nii
[2025-05-19 11:20:17,244] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 482876-5 => 482876-5.nii
[2025-05-19 11:20:17,246] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 482893-5 => 482893-5.nii
[2025-05-19 11:20:17,247] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 482899-5 => 482899-5.nii
[2025-05-19 11:20:17,248] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 483367-7 => 483367-7.nii
[2025-05-19 11:20:17,250] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 484779-7 => 484779-7.nii
[2025-05-19 11:20:17,250] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 484808-6 => 484808-6.nii
[2025-05-19 11:20:17,251] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 485381-5 => 485381-5.nii
[2025-05-19 11:20:17,252] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 485381-8 => 485381-8.nii
[2025-05-19 11:20:17,253] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 485761-6 => 485761-6.nii
[2025-05-19 11:20:17,254] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 485830-6 => 485830-6.nii
[2025-05-19 11:20:17,256] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 485841-7 => 485841-7.nii
[2025-05-19 11:20:17,257] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 487493-6 => 487493-6.nii
[2025-05-19 11:20:17,258] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 487594-5 => 487594-5.nii
[2025-05-19 11:20:17,259] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 488561-5 => 488561-5.nii
[2025-05-19 11:20:17,259] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 488592-5 => 488592-5.nii
[2025-05-19 11:20:17,260] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 490907-5 => 490907-5.nii
[2025-05-19 11:20:17,260] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 490928-5 => 490928-5.nii
[2025-05-19 11:20:17,262] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 490937-5 => 490937-5.nii
[2025-05-19 11:20:17,263] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 491177-5 => 491177-5.nii
[2025-05-19 11:20:17,264] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 491387-5 => 491387-5.nii
[2025-05-19 11:20:17,265] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 491596-5 => 491596-5.nii
[2025-05-19 11:20:17,267] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 492730-6 => 492730-6.nii
[2025-05-19 11:20:17,268] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 492792-5 => 492792-5.nii
[2025-05-19 11:20:17,268] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 494291-5 => 494291-5.nii
[2025-05-19 11:20:17,269] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 494338-5 => 494338-5.nii
[2025-05-19 11:20:17,270] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 494350-5 => 494350-5.nii
[2025-05-19 11:20:17,272] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 494353-5 => 494353-5.nii
[2025-05-19 11:20:17,273] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 496489-5 => 496489-5.nii
[2025-05-19 11:20:17,274] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 496580-5 => 496580-5.nii
[2025-05-19 11:20:17,274] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 496621-5 => 496621-5.nii
[2025-05-19 11:20:17,275] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 497304-8 => 497304-8.nii
[2025-05-19 11:20:17,276] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 497747-8 => 497747-8.nii
[2025-05-19 11:20:17,276] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 497764-5 => 497764-5.nii
[2025-05-19 11:20:17,277] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 498724-5 => 498724-5.nii
[2025-05-19 11:20:17,278] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 500142-6 => 500142-6.nii
[2025-05-19 11:20:17,279] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 500636-5 => 500636-5.nii
[2025-05-19 11:20:17,280] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 500804-5 => 500804-5.nii
[2025-05-19 11:20:17,282] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 501527-5 => 501527-5.nii
[2025-05-19 11:20:17,282] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 502889-5 => 502889-5.nii
[2025-05-19 11:20:17,285] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 502889-8 => 502889-8.nii
[2025-05-19 11:20:17,286] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 502904-5 => 502904-5.nii
[2025-05-19 11:20:17,286] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 502951-5 => 502951-5.nii
[2025-05-19 11:20:17,287] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 502969-5 => 502969-5.nii
[2025-05-19 11:20:17,288] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 504699-5 => 504699-5.nii
[2025-05-19 11:20:17,289] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 505151-8 => 505151-8.nii
[2025-05-19 11:20:17,289] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 505174-5 => 505174-5.nii
[2025-05-19 11:20:17,291] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 505176-5 => 505176-5.nii
[2025-05-19 11:20:17,291] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 507029-5 => 507029-5.nii
[2025-05-19 11:20:17,292] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 507277-5 => 507277-5.nii
[2025-05-19 11:20:17,293] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 507834-5 => 507834-5.nii
[2025-05-19 11:20:17,294] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 509041-5 => 509041-5.nii
[2025-05-19 11:20:17,294] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 510057-5 => 510057-5.nii
[2025-05-19 11:20:17,295] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 510970-4 => 510970-4.nii
[2025-05-19 11:20:17,296] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 511402-5 => 511402-5.nii
[2025-05-19 11:20:17,297] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 513064-5 => 513064-5.nii
[2025-05-19 11:20:17,298] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 513074-5 => 513074-5.nii
[2025-05-19 11:20:17,298] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 513118-5 => 513118-5.nii
[2025-05-19 11:20:17,300] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 513145-5 => 513145-5.nii
[2025-05-19 11:20:17,301] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 515026-5 => 515026-5.nii
[2025-05-19 11:20:17,302] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 515707-7 => 515707-7.nii
[2025-05-19 11:20:17,302] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 515804-6 => 515804-6.nii
[2025-05-19 11:20:17,303] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 515837-5 => 515837-5.nii
[2025-05-19 11:20:17,303] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 515853-5 => 515853-5.nii
[2025-05-19 11:20:17,305] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 515891-5 => 515891-5.nii
[2025-05-19 11:20:17,305] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 515999-5 => 515999-5.nii
[2025-05-19 11:20:17,306] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 516014-5 => 516014-5.nii
[2025-05-19 11:20:17,307] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 517913-5 => 517913-5.nii
[2025-05-19 11:20:17,307] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 518221-5 => 518221-5.nii
[2025-05-19 11:20:17,308] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 518759-5 => 518759-5.nii
[2025-05-19 11:20:17,308] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 518793-5 => 518793-5.nii
[2025-05-19 11:20:17,309] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 519259-5 => 519259-5.nii
[2025-05-19 11:20:17,310] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 520985-5 => 520985-5.nii
[2025-05-19 11:20:17,311] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 521412-5 => 521412-5.nii
[2025-05-19 11:20:17,312] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 521464-9 => 521464-9.nii
[2025-05-19 11:20:17,312] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 524118-6 => 524118-6.nii
[2025-05-19 11:20:17,313] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 524178-5 => 524178-5.nii
[2025-05-19 11:20:17,314] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 524502-5 => 524502-5.nii
[2025-05-19 11:20:17,315] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 528728-7 => 528728-7.nii
[2025-05-19 11:20:17,315] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 528796-5 => 528796-5.nii
[2025-05-19 11:20:17,317] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 528814-5 => 528814-5.nii
[2025-05-19 11:20:17,317] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 528860-5 => 528860-5.nii
[2025-05-19 11:20:17,319] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 531241-5 => 531241-5.nii
[2025-05-19 11:20:17,319] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 531267-5 => 531267-5.nii
[2025-05-19 11:20:17,320] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 531715-5 => 531715-5.nii
[2025-05-19 11:20:17,321] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 532493-5 => 532493-5.nii
[2025-05-19 11:20:17,322] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 533741-5 => 533741-5.nii
[2025-05-19 11:20:17,323] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 533809-5 => 533809-5.nii
[2025-05-19 11:20:17,324] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 536367-5 => 536367-5.nii
[2025-05-19 11:20:17,324] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 538076-5 => 538076-5.nii
[2025-05-19 11:20:17,326] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 538749-5 => 538749-5.nii
[2025-05-19 11:20:17,326] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 540462-5 => 540462-5.nii
[2025-05-19 11:20:17,327] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 540503-5 => 540503-5.nii
[2025-05-19 11:20:17,328] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 540525-5 => 540525-5.nii
[2025-05-19 11:20:17,328] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 542395-5 => 542395-5.nii
[2025-05-19 11:20:17,329] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 542846-5 => 542846-5.nii
[2025-05-19 11:20:17,330] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 542858-5 => 542858-5.nii
[2025-05-19 11:20:17,332] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 544957-5 => 544957-5.nii
[2025-05-19 11:20:17,333] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 544984-5 => 544984-5.nii
[2025-05-19 11:20:17,333] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 545451-5 => 545451-5.nii
[2025-05-19 11:20:17,334] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 547369-5 => 547369-5.nii
[2025-05-19 11:20:17,335] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 547373-5 => 547373-5.nii
[2025-05-19 11:20:17,335] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 547393-5 => 547393-5.nii
[2025-05-19 11:20:17,336] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 547422-5 => 547422-5.nii
[2025-05-19 11:20:17,336] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 547450-5 => 547450-5.nii
[2025-05-19 11:20:17,337] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 547519-5 => 547519-5.nii
[2025-05-19 11:20:17,339] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 549163-5 => 549163-5.nii
[2025-05-19 11:20:17,339] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 549844-5 => 549844-5.nii
[2025-05-19 11:20:17,340] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 549879-5 => 549879-5.nii
[2025-05-19 11:20:17,340] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 549888-5 => 549888-5.nii
[2025-05-19 11:20:17,341] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 549897-5 => 549897-5.nii
[2025-05-19 11:20:17,342] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 549957-6 => 549957-6.nii
[2025-05-19 11:20:17,342] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 551570-5 => 551570-5.nii
[2025-05-19 11:20:17,343] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 552377-5 => 552377-5.nii
[2025-05-19 11:20:17,345] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 552839-5 => 552839-5.nii
[2025-05-19 11:20:17,345] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 554377-5 => 554377-5.nii
[2025-05-19 11:20:17,346] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 554495-5 => 554495-5.nii
[2025-05-19 11:20:17,347] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 554499-5 => 554499-5.nii
[2025-05-19 11:20:17,348] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 555003-5 => 555003-5.nii
[2025-05-19 11:20:17,348] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 555019-5 => 555019-5.nii
[2025-05-19 11:20:17,349] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 555031-5 => 555031-5.nii
[2025-05-19 11:20:17,351] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 557202-5 => 557202-5.nii
[2025-05-19 11:20:17,351] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 557229-5 => 557229-5.nii
[2025-05-19 11:20:17,352] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 557655-7 => 557655-7.nii
[2025-05-19 11:20:17,353] [9600] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 557711-5 => 557711-5.nii
